Code station	Nom station	Secteur de la station	AASQA	Code ZAS	Nom ZAS	Type ZAS	Région	Code commune	Commune	Population commune	Unité urbaine	Population unité urbaine	Type unité urbaine	Latitude	Longitude	NO2	PM10	PM2.5	SO2	O3	C6H6	CO	As dans les  PM10	BaP dans les PM10	Cd dans les PM10	Ni dans les PM10	Pb dans les PM10
FR11034	Roubaix Serres	urbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59512	 ROUBAIX 	98089	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,706535	3,18066	trafic	trafic	trafic				trafic					
FR11114	Wattignies	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAG02	ZAG LILLE	ZAG	HAUTS-DE-FRANCE	59648	 WATTIGNIES 	14736	 LILLE (PARTIE FRANÇAISE) 	1047075	agglomération	50,59774	3,04946					fond							
FR12004	ECOLE M.JACQUIER	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,575694	1,418064	fond	fond			fond							
FR12015	MIRAMONT	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	31344	 MIRAMONT-DE-COMMINGES 	773	 SAINT-GAUDENS 	16090	agglomération	43,093611	0,743611				industrielle								
FR12016	DAURAT ST GAUDENS	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	31483	 SAINT-GAUDENS 	11604	 SAINT-GAUDENS 	16090	agglomération	43,106156	0,71955				industrielle								
FR12020	PEYRUSSE	rurale nationale	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	32317	 PEYRUSSE-VIEILLE 	68	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 32 	122098	rurale	43,6287	0,179069	fond	fond	fond		fond			fond	fond	fond	fond	fond
FR12021	Toulouse Mazades	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,623606	1,438531	fond	fond	fond		fond							
FR12026	ALBI DELMAS	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	81004	 ALBI 	48993	 ALBI 	73088	agglomération	43,927769	2,145897	fond	fond										
FR12029	GAUDONVILLE	rurale régionale	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	32139	 GAUDONVILLE 	112	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 32 	122098	rurale	43,883933	0,845617					fond							
FR12030	Toulouse Berthelot	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,587344	1,444003	fond	fond	fond		fond	fond		fond		fond	fond	fond
FR12031	BELESTA EN LAURAGAIS	rurale régionale	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	31060	 BÉLESTA-EN-LAURAGAIS 	117	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 31 	181526	rurale	43,44139	1,821944					fond							
FR12039	EISENHOWER SETMI	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,561581	1,393261		industrielle						industrielle		industrielle	industrielle	industrielle
FR12040	CHAPITRE SETMI	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,556375	1,403964		industrielle						industrielle		industrielle	industrielle	industrielle
FR12041	SICOVAL	périurbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31381	 MONTGISCARD 	2536	 MONTGISCARD 	2536	agglomération	43,457306	1,571469					fond							
FR12042	LOURDES LAPACCA	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	65286	 LOURDES 	13210	 LOURDES 	16872	agglomération	43,096247	-0,040497	fond	fond	fond		fond							
FR12044	Toulouse aéroport côté trafic	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31069	 BLAGNAC 	25152	 TOULOUSE 	1019460	agglomération	43,633478	1,375717	industrielle	industrielle										
FR12047	BESSIERES ECONOTRE	rurale près des villes	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	31066	 BESSIÈRES 	4100	 BESSIÈRES 	4100	agglomération	43,803139	1,595475		industrielle						industrielle		industrielle	industrielle	industrielle
FR12050	VIVIEZ-Place du 8 Mai	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	12305	 VIVIEZ 	1258	 DECAZEVILLE 	14232	agglomération	44,560544	2,226169								industrielle		industrielle	industrielle	industrielle
FR12052	Tarbes lycée Dupuy	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	65440	 TARBES 	42426	 TARBES 	78594	agglomération	43,230297	0,062339	fond	fond	fond		fond				fond			
FR12053	Stade Travet CASTRES	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	81065	 CASTRES 	41795	 CASTRES 	56983	agglomération	43,610497	2,23015	fond	fond			fond							
FR12054	TRAFIC_TOULOUSE	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,643944	1,468244	trafic	trafic	trafic									
FR12085	Toulouse Port de l'Embouchure	urbaine	ATMO OCCITANIE	FR76ZAG01	ZAG TOULOUSE	ZAG	OCCITANIE	31555	 TOULOUSE 	486828	 TOULOUSE 	1019460	agglomération	43,610386	1,4152	trafic	trafic	trafic			trafic						
FR12095	Rodez	urbaine	ATMO OCCITANIE	FR76ZRE01	ZR OCCITANIE	ZRE	OCCITANIE	12202	 RODEZ 	24319	 RODEZ 	47666	agglomération	44,35699225	2,57070422	fond	fond	fond		fond							
FR14008	REVIN	rurale nationale	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	8284	 LES MAZURES 	890	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 08 	116399	rurale	49,90778	4,63	fond	fond	fond		fond			fond	fond	fond	fond	fond
FR14010	BETHENY	périurbaine	ATMO GRAND EST	FR44ZAR01	ZAR REIMS	ZAR	GRAND EST	51055	 BÉTHENY 	7039	 REIMS 	215729	agglomération	49,28222	4,051111	fond	fond			fond							
FR14011	DOUMER	urbaine	ATMO GRAND EST	FR44ZAR01	ZAR REIMS	ZAR	GRAND EST	51454	 REIMS 	182211	 REIMS 	215729	agglomération	49,250732	4,023064	trafic	trafic	trafic			trafic						
FR14012	Jean d Aulan	urbaine	ATMO GRAND EST	FR44ZAR01	ZAR REIMS	ZAR	GRAND EST	51454	 REIMS 	182211	 REIMS 	215729	agglomération	49,224167	4,020556	fond	fond	fond	fond	fond							
FR14022	CHALONS	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	51108	 CHÂLONS-EN-CHAMPAGNE 	44246	 CHÂLONS-EN-CHAMPAGNE 	56791	agglomération	48,962223	4,36	fond	fond			fond							
FR14028	Rempart Perrier	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	51230	 ÉPERNAY 	22330	 ÉPERNAY 	29555	agglomération	49,0461	3,955911	trafic	trafic	trafic						trafic			
FR14029	Capitainerie	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	51649	 VITRY-LE-FRANÇOIS 	11743	 VITRY-LE-FRANÇOIS 	14474	agglomération	48,7266	4,594781	fond				fond							
FR14031	LA TOUR	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	10387	 TROYES 	61996	 TROYES 	136988	agglomération	48,301666	4,076944	fond	fond										
FR14032	ST PARRES AUX TERTRE	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	10357	 SAINT-PARRES-AUX-TERTRES 	3136	 TROYES 	136988	agglomération	48,299168	4,117222					fond							
FR14033	STE SAVINE	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	10362	 SAINTE-SAVINE 	10409	 TROYES 	136988	agglomération	48,295002	4,050278	fond	fond	fond		fond							
FR14042	St DIZIER L. Michel	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	52448	 SAINT-DIZIER 	23382	 SAINT-DIZIER 	30001	agglomération	48,645836	4,966111	fond	fond	fond		fond							
FR14048	HAP Bourbonne	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	52060	 BOURBONNE-LES-BAINS 	2025	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 52 	95891	rurale	47,9542	5,7491									fond			
FR14051	CHARLEVILLE	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	8105	 CHARLEVILLE-MÉZIÈRES 	46391	 CHARLEVILLE-MÉZIÈRES 	57818	agglomération	49,745277	4,719167	fond	fond			fond							
FR14801	Métaux BSN	périurbaine	ATMO GRAND EST	FR44ZAR01	ZAR REIMS	ZAR	GRAND EST	51454	 REIMS 	182211	 REIMS 	215729	agglomération	49,233612	4,056939								fond		fond	fond	fond
FR15013	Champ sur Drac	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38071	 CHAMP-SUR-DRAC 	3090	 GRENOBLE 	451096	agglomération	45,07954	5,728653	fond				fond							
FR15018	Voiron Urbain	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38563	 VOIRON 	20248	 VOIRON 	62043	agglomération	45,360176	5,589419	fond	fond			fond							
FR15031	Le Casset2	rurale nationale	ATMO AUVERGNE-RHÔNE-ALPES	FR93ZRE01	ZR PROVENCE-ALPES-COTE D’AZUR	ZRE	PROVENCE-ALPES-COTE D'AZUR	5079	 LE MONÊTIER-LES-BAINS 	1056	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 05 	57319	rurale	44,997	6,4694					fond							
FR15038	St Martin d'Heres	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38421	 SAINT-MARTIN-D'HÈRES 	38398	 GRENOBLE 	451096	agglomération	45,1828	5,7531	fond	fond	fond		fond							
FR15043	Grenoble Les Frenes	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38185	 GRENOBLE 	157650	 GRENOBLE 	451096	agglomération	45,1619	5,7356	fond	fond	fond	fond	fond	fond		fond	fond	fond	fond	fond
FR15045	Grenoble PeriurbSud	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38545	 VIF 	8580	 VIF 	10373	agglomération	45,0578	5,6767	fond	fond			fond							
FR15046	Grenoble Boulevards	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38185	 GRENOBLE 	157650	 GRENOBLE 	451096	agglomération	45,18069	5,720625	trafic	trafic										
FR15048	Gresivaudan Periurb	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38140	 CROLLES 	8260	 CROLLES 	11304	agglomération	45,2797	5,8822	fond	fond	fond		fond							
FR15053	Rocade Sud Eybens	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG02	ZAG GRENOBLE	ZAG	AUVERGNE-RHONE-ALPES	38158	 EYBENS 	9947	 GRENOBLE 	451096	agglomération	45,15467	5,74523	trafic	trafic	trafic						trafic			
FR16017	Nord-Est Alsace	rurale régionale	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	67308	 MUNCHHAUSEN 	793	 MOTHERN 	2771	agglomération	48,919357	8,158458	fond				fond							
FR16029	STG Nord	urbaine	ATMO GRAND EST	FR44ZAG01	ZAG STRASBOURG	ZAG	GRAND EST	67482	 STRASBOURG 	284677	 STRASBOURG (PARTIE FRANÇAISE) 	473638	agglomération	48,610363	7,781631	fond	fond			fond							
FR16031	Vosges du Nord	rurale régionale	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	67371	 LA PETITE-PIERRE 	621	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 67 	225477	rurale	48,85731	7,314175					fond							
FR16034	STG Clemenceau	urbaine	ATMO GRAND EST	FR44ZAG01	ZAG STRASBOURG	ZAG	GRAND EST	67482	 STRASBOURG 	284677	 STRASBOURG (PARTIE FRANÇAISE) 	473638	agglomération	48,59043	7,744983	trafic	trafic										
FR16040	Strasbourg A35	urbaine	ATMO GRAND EST	FR44ZAG01	ZAG STRASBOURG	ZAG	GRAND EST	67482	 STRASBOURG 	284677	 STRASBOURG (PARTIE FRANÇAISE) 	473638	agglomération	48,575985	7,727478	trafic	trafic										
FR16041	Strasbourg Sud 2	périurbaine	ATMO GRAND EST	FR44ZAG01	ZAG STRASBOURG	ZAG	GRAND EST	67152	 GEISPOLSHEIM 	7605	 GEISPOLSHEIM 	7605	agglomération	48,5157	7,687819					fond							
FR16052	Thann	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68334	 THANN 	7721	 THANN-CERNAY 	31297	agglomération	47,810932	7,105553				industrielle								
FR16054	Colmar Centre	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68066	 COLMAR 	68703	 COLMAR 	94960	agglomération	48,074642	7,350667	fond	fond										
FR16057	Mulhouse Nord	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68224	 MULHOUSE 	108942	 MULHOUSE 	247065	agglomération	47,757435	7,347294	fond	fond										
FR16059	Chalampé	rurale près des villes	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68064	 CHALAMPÉ 	951	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 68 	161481	rurale	47,820248	7,538683	industrielle											
FR16060	C.C.3 Frontières	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68349	 VILLAGE-NEUF 	4356	 BÂLE (SUI)-SAINT-LOUIS (PARTIE FRANÇAISE) 	40431	agglomération	47,594913	7,568175	fond	fond										
FR16064	Colmar Sud	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68066	 COLMAR 	68703	 COLMAR 	94960	agglomération	48,065414	7,333139					fond							
FR16065	Mulhouse Est	périurbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68056	 BRUNSTATT-DIDENHEIM  	8107	 MULHOUSE 	247065	agglomération	47,723106	7,341603					fond							
FR16066	Mulhouse Sud 2	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68224	 MULHOUSE 	108942	 MULHOUSE 	247065	agglomération	47,737415	7,309075	fond	fond	fond		fond							
FR16067	Vieux Thann 3	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68348	 VIEUX-THANN 	2825	 THANN-CERNAY 	31297	agglomération	47,80221	7,122844				fond								
FR16069	Mulhouse-Briand	urbaine	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	68224	 MULHOUSE 	108942	 MULHOUSE 	247065	agglomération	47,747684	7,321364	trafic	trafic					trafic					
FR16302	Vosges Moyennes 2	rurale nationale	ATMO GRAND EST	FR44ZRE01	ZR GRAND-EST	ZRE	GRAND EST	67165	 GRANDFONTAINE 	393	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 67 	225477	rurale	48,492992	7,1298	fond	fond	fond		fond			fond	fond	fond	fond	fond
FR18019	Nogent sur Oise	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR03	ZAR CREIL	ZAR	HAUTS-DE-FRANCE	60463	 NOGENT-SUR-OISE 	20298	 CREIL 	124689	agglomération	49,276386	2,482167	fond	fond			fond				fond			
FR18035	Salouel	périurbaine	ATMO HAUTS DE FRANCE	FR32ZAR02	ZAR AMIENS	ZAR	HAUTS-DE-FRANCE	80725	 SALOUËL 	3921	 AMIENS 	164319	agglomération	49,86889	2,239806	fond	fond			fond							
FR18039	Arrest	rurale régionale	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	80029	 ARREST 	855	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 80 	246542	rurale	50,129448	1,610833		fond			fond							
FR18042	P. Roth St Quentin	urbaine	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	2691	 SAINT-QUENTIN 	53856	 SAINT-QUENTIN 	63130	agglomération	49,851334	3,284	fond	fond	fond		fond			fond		fond	fond	fond
FR18043	Faiencerie Creil	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR03	ZAR CREIL	ZAR	HAUTS-DE-FRANCE	60175	 CREIL 	35800	 CREIL 	124689	agglomération	49,259552	2,474397	fond	fond	fond		fond		fond					
FR18045	Roye	rurale près des villes	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	80685	 ROYE 	5709	 ROYE 	5709	agglomération	49,696697	2,801139					fond							
FR18053	St Pierre Amiens	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR02	ZAR AMIENS	ZAR	HAUTS-DE-FRANCE	80021	 AMIENS 	133891	 AMIENS 	164319	agglomération	49,901667	2,304597	fond	fond	fond		fond			fond		fond	fond	fond
FR18055	Creil République	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR03	ZAR CREIL	ZAR	HAUTS-DE-FRANCE	60175	 CREIL 	35800	 CREIL 	124689	agglomération	49,260342	2,475004						trafic						
FR18057	Neuilly-Saint-Front	rurale régionale	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	2543	 NEUILLY-SAINT-FRONT 	2075	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 02 	249403	rurale	49,174931	3,260819	fond	fond	fond		fond							
FR18079	TRAFIC AMIENS	urbaine	ATMO HAUTS DE FRANCE	FR32ZAR02	ZAR AMIENS	ZAR	HAUTS-DE-FRANCE	80021	 AMIENS 	133891	 AMIENS 	164319	agglomération	49,87722	2,2825			trafic			trafic			trafic			
FR18080	TRAF Saint Quent 14	urbaine	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	2691	 SAINT-QUENTIN 	53856	 SAINT-QUENTIN 	63130	agglomération	49,84282	3,281439			trafic			trafic						
FR18089	Trafic Beauvais 1	urbaine	ATMO HAUTS DE FRANCE	FR32ZRE01	ZR HAUTS-DE-FRANCE	ZRE	HAUTS-DE-FRANCE	60057	 BEAUVAIS 	56605	 BEAUVAIS 	60869	agglomération	49,435932	2,084292	trafic	trafic	trafic									
FR19002	Rennes Laennec	urbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35238	 RENNES 	217728	 RENNES 	359934	agglomération	48,10861	-1,66586	trafic	trafic	trafic									
FR19007	Rennes Les Halles	urbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35238	 RENNES 	217728	 RENNES 	359934	agglomération	48,10751	-1,67984	trafic											
FR19010	Rennes St-Yves	urbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35238	 RENNES 	217728	 RENNES 	359934	agglomération	48,11078	-1,68293	fond				fond							
FR19012	Brest Mace	urbaine	AIR BREIZH	FR53ZAR01	ZAR BREST	ZAR	BRETAGNE	29019	 BREST 	139602	 BREST 	202060	agglomération	48,38618	-4,4866	fond	fond	fond		fond							
FR19014	Brest Desmoulins	urbaine	AIR BREIZH	FR53ZAR01	ZAR BREST	ZAR	BRETAGNE	29019	 BREST 	139602	 BREST 	202060	agglomération	48,39746	-4,48871	trafic	trafic										
FR19016	BREST Plouzané	périurbaine	AIR BREIZH	FR53ZAR01	ZAR BREST	ZAR	BRETAGNE	29212	 PLOUZANÉ 	12979	 BREST 	202060	agglomération	48,359444	-4,568055					fond							
FR19017	Rennes Pays-Bas	urbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35238	 RENNES 	217728	 RENNES 	359934	agglomération	48,08965	-1,65911		fond	fond					fond	fond	fond	fond	fond
FR19018	MORDELLES BELLAIS	périurbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35196	 MORDELLES 	7356	 MORDELLES 	7356	agglomération	48,082883	-1,834583					fond							
FR19019	Rennes Rue Saint Malo	urbaine	AIR BREIZH	FR53ZAG01	ZAG RENNES	ZAG	BRETAGNE	35238	 RENNES 	217728	 RENNES 	359934	agglomération	48,12659	-1,68606						trafic						
FR19020	Kergoff	rurale nationale	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	22149	 MERLÉAC 	431	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 22 	234301	rurale	48,261963	-2,943631	fond	fond	fond		fond			fond	fond	fond	fond	fond
FR19032	Lorient B. Bissonnet	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	56121	 LORIENT 	57084	 LORIENT 	121843	agglomération	47,7425	-3,39501	fond	fond	fond		fond							
FR19033	Vannes UTA	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	56260	 VANNES 	53438	 VANNES 	80170	agglomération	47,64892	-2,76399	fond	fond	fond		fond							
FR19037	Lorient Normandie	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	56121	 LORIENT 	57084	 LORIENT 	121843	agglomération	47,758947	-3,36938	trafic											
FR19052	Quimper Pommiers	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	29232	 QUIMPER 	63166	 QUIMPER 	75636	agglomération	47,99612	-4,09972		trafic										
FR19053	Quimper Zola	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	29232	 QUIMPER 	63166	 QUIMPER 	75636	agglomération	47,986606	-4,097658	fond				fond							
FR19061	Saint Brieuc Balzac	urbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	22278	 SAINT-BRIEUC 	44170	 SAINT-BRIEUC 	95515	agglomération	48,51351	-2,74953	fond	fond	fond		fond							
FR19082	StMalo Rocabey	périurbaine	AIR BREIZH	FR53ZRE01	ZR BRETAGNE	ZRE	BRETAGNE	35288	 SAINT-MALO 	46478	 SAINT-MALO 	46478	agglomération	48,65306	-2,00268	fond	fond	fond		fond							
FR20013	A7 SUD LYONNAIS	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69142	 LA MULATIÈRE 	6431	 LYON 	1669730	agglomération	45,720024	4,818156	trafic	trafic	trafic									
FR20017	GERLAND	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69387	 LYON 7E ARRONDISSEMENT 	81825	 LYON 	1669730	agglomération	45,73529	4,829794	fond	fond	fond		fond							
FR20019	GRANDCLEMENT	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69266	 VILLEURBANNE 	150659	 LYON 	1669730	agglomération	45,75836	4,886214	trafic	trafic										
FR20029	FEYZIN STADE	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69276	 FEYZIN 	9879	 LYON 	1669730	agglomération	45,6639	4,8459		industrielle		industrielle		industrielle						
FR20031	ST FONS CENTRE	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69199	 SAINT-FONS 	19254	 LYON 	1669730	agglomération	45,7078	4,8644	industrielle	industrielle										
FR20037	TERNAY	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69297	 TERNAY 	5514	 LYON 	1669730	agglomération	45,6019	4,8022	fond	fond	fond		fond							
FR20046	VAULX EN VELIN	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69256	 VAULX-EN-VELIN 	50823	 LYON 	1669730	agglomération	45,7789	4,9247	fond	fond	fond		fond							
FR20047	COTIERE AIN	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	1249	 MIRIBEL 	10043	 LYON 	1669730	agglomération	45,823223	4,953958	fond	fond			fond							
FR20048	SAINT EXUPERY	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69285	 PUSIGNAN 	4110	 PUSIGNAN 	4110	agglomération	45,7533	5,0722	fond	fond	fond		fond							
FR20049	HAUT BEAUJOLAIS	rurale près des villes	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZRE01	ZR AUVERGNE-RHONE-ALPES	ZRE	AUVERGNE-RHONE-ALPES	69075	 DIÈME 	189	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 69 	99387	rurale	45,96141	4,465711					fond							
FR20060	VENISSIEUX Village	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69259	 VÉNISSIEUX 	67129	 LYON 	1669730	agglomération	45,7036	4,8836									industrielle			
FR20062	LYON Centre	urbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69383	 LYON 3E ARRONDISSEMENT 	102238	 LYON 	1669730	agglomération	45,757732	4,854214	fond	fond	fond		fond			fond	fond	fond	fond	fond
FR20064	VERNAISON	périurbaine	ATMO AUVERGNE-RHÔNE-ALPES	FR84ZAG01	ZAG LYON	ZAG	AUVERGNE-RHONE-ALPES	69260	 VERNAISON 	5001	 LYON 	1669730	agglomération	45,650616	4,816911						industrielle						
